timestamp_ms,pixel_height,estimated_distance_cm,confidence
1752076355901,180,51.3333,0.925084
1752076355965,180,51.3333,0.927581
1752076356025,180,51.3333,0.930866
1752076356090,180,51.3333,0.928736
1752076356144,181,51.0497,0.928247
1752076356205,181,51.0497,0.93029
1752076356267,180,51.3333,0.930197
1752076356324,181,51.0497,0.931548
1752076356388,181,51.0497,0.930892
1752076356444,181,51.0497,0.930417
1752076356510,181,51.0497,0.931007
1752076356564,181,51.0497,0.930672
1752076356625,181,51.0497,0.928644
1752076356685,181,51.0497,0.930432
1752076356744,181,51.0497,0.928445
1752076356804,181,51.0497,0.9306
1752076356865,182,50.7692,0.931961
1752076356925,182,50.7692,0.931077
1752076356986,181,51.0497,0.932547
1752076357043,182,50.7692,0.934056
1752076357105,182,50.7692,0.93225
1752076357165,181,51.0497,0.931387
1752076357224,181,51.0497,0.935598
1752076357284,181,51.0497,0.930332
1752076357344,181,51.0497,0.933349
1752076357405,181,51.0497,0.932696
1752076357465,182,50.7692,0.931626
1752076357525,182,50.7692,0.933555
1752076357589,181,51.0497,0.933478
1752076357648,181,51.0497,0.933292
1752076357709,180,51.3333,0.932511
1752076357769,181,51.0497,0.932556
1752076357828,181,51.0497,0.931737
1752076357894,181,51.0497,0.931963
1752076357950,181,51.0497,0.933505
1752076358007,181,51.0497,0.932466
1752076358069,181,51.0497,0.93246
1752076358129,181,51.0497,0.933438
1752076358192,181,51.0497,0.931341
1752076358247,181,51.0497,0.934701
1752076358315,181,51.0497,0.93516
1752076358368,182,50.7692,0.935729
1752076358429,182,50.7692,0.934743
1752076358488,181,51.0497,0.934184
1752076358549,182,50.7692,0.932974
1752076358609,181,51.0497,0.932722
1752076358669,181,51.0497,0.933394
1752076358728,182,50.7692,0.932883
1752076358793,182,50.7692,0.931652
1752076358847,182,50.7692,0.932158
1752076358909,182,50.7692,0.932053
1752076358970,181,51.0497,0.931821
1752076359029,182,50.7692,0.930979
1752076359088,180,51.3333,0.931422
1752076359149,182,50.7692,0.932401
1752076359214,182,50.7692,0.931872
1752076359273,181,51.0497,0.931063
1752076359333,182,50.7692,0.933057
1752076359393,181,51.0497,0.929888
1752076359453,181,51.0497,0.932432
1752076359513,181,51.0497,0.930552
1752076359573,181,51.0497,0.929225
1752076359633,181,51.0497,0.929089
1752076359693,180,51.3333,0.930231
1752076359753,181,51.0497,0.930198
1752076359813,181,51.0497,0.929533
1752076359873,180,51.3333,0.929082
1752076359934,181,51.0497,0.930417
1752076359993,180,51.3333,0.928613
1752076360053,180,51.3333,0.928453
1752076360113,180,51.3333,0.929113
1752076360173,181,51.0497,0.930787
1752076360233,181,51.0497,0.931061
1752076360293,181,51.0497,0.932231
1752076360353,182,50.7692,0.93212
1752076360413,182,50.7692,0.931682
1752076360473,182,50.7692,0.932782
1752076360533,182,50.7692,0.932064
1752076360593,181,51.0497,0.932927
1752076360653,183,50.4918,0.931289
1752076360713,182,50.7692,0.932377
1752076360773,182,50.7692,0.932042
1752076360838,182,50.7692,0.932616
1752076360896,182,50.7692,0.931793
1752076360957,182,50.7692,0.931197
1752076361017,182,50.7692,0.931006
1752076361077,182,50.7692,0.930773
1752076361137,182,50.7692,0.930867
1752076361197,181,51.0497,0.931325
1752076361257,181,51.0497,0.929605
1752076361317,181,51.0497,0.930694
1752076361379,181,51.0497,0.9304
1752076361436,181,51.0497,0.930979
1752076361496,181,51.0497,0.932098
1752076361557,182,50.7692,0.930872
1752076361614,182,50.7692,0.930562
1752076361674,181,51.0497,0.930436
1752076361739,181,51.0497,0.929541
1752076361797,181,51.0497,0.930277
1752076361854,181,51.0497,0.929772
1752076361914,181,51.0497,0.929674
1752076361977,182,50.7692,0.93039
1752076362041,181,51.0497,0.931153
1752076362095,181,51.0497,0.931023
1752076362157,182,50.7692,0.931754
1752076362222,182,50.7692,0.930882
1752076362275,183,50.4918,0.931176
1752076362337,182,50.7692,0.930866
1752076362397,181,51.0497,0.930562
1752076362461,182,50.7692,0.931262
1752076362521,182,50.7692,0.930263
1752076362580,183,50.4918,0.931748
1752076362641,182,50.7692,0.930548
1752076362704,182,50.7692,0.931025
1752076362760,182,50.7692,0.931139
1752076362821,182,50.7692,0.93189
1752076362881,182,50.7692,0.931399
1752076362939,182,50.7692,0.932113
1752076363001,182,50.7692,0.931883
1752076363059,182,50.7692,0.931674
1752076363121,183,50.4918,0.932285
1752076363181,182,50.7692,0.930425
1752076363241,181,51.0497,0.931252
1752076363301,182,50.7692,0.932783
1752076363361,182,50.7692,0.932078
1752076363421,182,50.7692,0.932498
1752076363481,182,50.7692,0.930718
1752076363541,182,50.7692,0.932441
1752076363601,182,50.7692,0.932258
1752076363661,182,50.7692,0.932219
1752076363721,182,50.7692,0.931538
1752076363781,182,50.7692,0.930616
1752076363841,182,50.7692,0.930423
1752076363901,182,50.7692,0.932452
1752076363961,182,50.7692,0.930954
1752076364021,182,50.7692,0.931356
1752076364086,182,50.7692,0.931164
1752076364145,182,50.7692,0.930316
1752076364205,181,51.0497,0.931416
1752076364265,182,50.7692,0.930995
1752076364325,182,50.7692,0.931248
1752076364384,181,51.0497,0.930993
1752076364445,182,50.7692,0.929094
1752076364504,182,50.7692,0.929976
1752076364565,181,51.0497,0.930468
1752076364625,180,51.3333,0.929748
1752076364683,181,51.0497,0.930168
1752076364746,181,51.0497,0.930322
1752076364805,181,51.0497,0.928462
1752076364865,180,51.3333,0.929651
1752076364925,181,51.0497,0.928616
1752076364985,181,51.0497,0.930332
1752076365045,180,51.3333,0.930669
1752076365105,181,51.0497,0.929259
1752076365165,182,50.7692,0.930313
1752076365225,181,51.0497,0.93032
1752076365285,181,51.0497,0.930274
1752076365347,181,51.0497,0.930457
1752076365404,181,51.0497,0.928996
1752076365465,181,51.0497,0.930657
1752076365525,181,51.0497,0.929947
1752076365585,181,51.0497,0.93085
1752076365645,180,51.3333,0.929372
1752076365710,180,51.3333,0.929505
1752076365768,181,51.0497,0.929704
1752076365828,181,51.0497,0.929248
1752076365888,181,51.0497,0.929632
1752076365949,181,51.0497,0.93046
1752076366010,181,51.0497,0.92981
1752076366073,181,51.0497,0.930317
1752076366127,181,51.0497,0.930615
1752076366189,183,50.4918,0.931564
1752076366248,183,50.4918,0.931408
1752076366308,182,50.7692,0.93298
1752076366368,183,50.4918,0.932999
1752076366428,182,50.7692,0.934573
1752076366488,181,51.0497,0.932767
1752076366549,181,51.0497,0.929658
1752076366611,184,50.2174,0.927301
1752076366674,185,49.9459,0.926906
1752076366729,184,50.2174,0.928639
1752076366789,185,49.9459,0.930735
1752076366849,184,50.2174,0.934179
1752076366907,185,49.9459,0.933144
1752076366968,186,49.6774,0.930641
1752076367028,186,49.6774,0.932875
1752076367088,187,49.4118,0.932892
1752076367149,187,49.4118,0.928201
1752076367209,188,49.1489,0.926842
1752076367269,189,48.8889,0.922707
1752076367334,190,48.6316,0.917771
1752076367392,193,47.8756,0.918888
1752076367453,197,46.9036,0.916776
1752076367512,200,46.2,0.908423
1752076367573,202,45.7426,0.907714
1752076367633,205,45.0732,0.917464
1752076367693,210,44,0.908857
1752076367753,214,43.1776,0.912224
1752076367813,217,42.5806,0.907112
1752076367873,223,41.435,0.902275
1752076367933,224,41.25,0.902587
1752076367991,222,41.6216,0.907876
1752076368055,222,41.6216,0.877163
1752076368112,221,41.81,0.891373
1752076368173,219,42.1918,0.901342
1752076368233,224,41.25,0.870981
1752076368293,223,41.435,0.882679
1752076368353,222,41.6216,0.889867
1752076368413,220,42,0.9091
1752076368472,219,42.1918,0.905134
1752076368532,216,42.7778,0.896483
1752076368593,215,42.9767,0.899666
1752076368653,217,42.5806,0.902306
1752076368713,218,42.3853,0.906888
1752076368772,219,42.1918,0.896204
1752076368833,213,43.3803,0.898596
1752076368893,213,43.3803,0.904658
1752076368957,212,43.5849,0.917966
1752076369016,212,43.5849,0.913137
1752076369077,212,43.5849,0.913809
1752076369137,215,42.9767,0.918582
1752076369197,219,42.1918,0.902292
1752076369257,224,41.25,0.90787
1752076369316,225,41.0667,0.903796
1752076369376,223,41.435,0.905245
1752076369437,221,41.81,0.906997
1752076369496,216,42.7778,0.864058
1752076369556,215,42.9767,0.893349
1752076369616,215,42.9767,0.887813
1752076369676,215,42.9767,0.870247
1752076369736,215,42.9767,0.885817
1752076369797,215,42.9767,0.894304
1752076369857,215,42.9767,0.897807
1752076369917,214,43.1776,0.895443
1752076369976,216,42.7778,0.90017
1752076370037,218,42.3853,0.877847
1752076370096,214,43.1776,0.85421
1752076370156,216,42.7778,0.856687
1752076370217,216,42.7778,0.878176
1752076370276,216,42.7778,0.886269
1752076370335,216,42.7778,0.904802
1752076370397,217,42.5806,0.885589
1752076370456,217,42.5806,0.897239
1752076370517,219,42.1918,0.891561
1752076370582,221,41.81,0.889139
1752076370640,227,40.7048,0.893182
1752076370701,229,40.3493,0.907449
1752076370761,228,40.5263,0.903131
1752076370821,237,38.9873,0.892698
1752076370880,242,38.1818,0.89274
1752076370938,249,37.1084,0.894606
1752076370999,254,36.378,0.884571
1752076371062,253,36.5217,0.902983
1752076371121,249,37.1084,0.901744
1752076371181,259,35.6757,0.788154
1752076371241,260,35.5385,0.892329
1752076371301,263,35.1331,0.899818
1752076371363,262,35.2672,0.904362
1752076371420,266,34.7368,0.888068
1752076371481,272,33.9706,0.915513
1752076371539,272,33.9706,0.913527
1752076371600,268,34.4776,0.922872
1752076371662,264,35,0.907929
1752076371721,256,36.0938,0.913792
1752076371781,254,36.378,0.911435
1752076371841,250,36.96,0.913212
1752076371901,248,37.2581,0.912034
1752076371961,247,37.4089,0.906298
1752076372021,246,37.561,0.908525
1752076372080,243,38.0247,0.920095
1752076372140,244,37.8689,0.918628
1752076372202,242,38.1818,0.916936
1752076372266,240,38.5,0.917154
1752076372325,237,38.9873,0.921888
1752076372385,236,39.1525,0.918767
1752076372445,231,40,0.917859
1752076372505,224,41.25,0.919238
1752076372565,223,41.435,0.918046
1752076372625,222,41.6216,0.914715
1752076372685,219,42.1918,0.918819
1752076372745,216,42.7778,0.917562
1752076372803,215,42.9767,0.921164
1752076372864,214,43.1776,0.925481
1752076372926,213,43.3803,0.928364
1752076372985,208,44.4231,0.928265
1752076373045,207,44.6377,0.926262
1752076373105,204,45.2941,0.927928
1752076373165,202,45.7426,0.926382
1752076373225,198,46.6667,0.922049
1752076373285,196,47.1429,0.920519
1752076373345,194,47.6289,0.919951
1752076373402,193,47.8756,0.917206
1752076373464,190,48.6316,0.916883
1752076373525,188,49.1489,0.920832
1752076373585,185,49.9459,0.925093
1752076373645,182,50.7692,0.924681
1752076373705,179,51.6201,0.925134
1752076373765,176,52.5,0.926095
1752076373830,174,53.1034,0.923882
1752076373889,171,54.0351,0.924855
1752076373949,167,55.3293,0.925214
1752076374009,165,56,0.92509
1752076374066,163,56.6871,0.92783
1752076374130,160,57.75,0.931771
1752076374189,157,58.8535,0.934703
1752076374249,157,58.8535,0.930472
1752076374309,156,59.2308,0.928825
1752076374369,158,58.481,0.923484
1752076374429,159,58.1132,0.91985
1752076374489,159,58.1132,0.92306
1752076374549,159,58.1132,0.925833
1752076374608,158,58.481,0.920872
1752076374666,158,58.481,0.927903
1752076374729,157,58.8535,0.925807
1752076374789,156,59.2308,0.927353
1752076374849,157,58.8535,0.930099
1752076374909,158,58.481,0.919867
1752076374969,157,58.8535,0.923089
1752076375029,156,59.2308,0.930641
1752076375089,155,59.6129,0.927117
1752076375149,156,59.2308,0.925517
1752076375209,155,59.6129,0.92527
1752076375269,155,59.6129,0.928306
1752076375329,155,59.6129,0.929025
1752076375389,155,59.6129,0.929591
1752076375454,156,59.2308,0.925986
1752076375513,155,59.6129,0.926057
1752076375573,155,59.6129,0.927541
1752076375633,154,60,0.930863
1752076375693,154,60,0.93141
1752076375752,155,59.6129,0.929508
1752076375812,156,59.2308,0.927904
1752076375872,156,59.2308,0.932654
1752076375931,156,59.2308,0.93041
1752076375993,157,58.8535,0.929256
1752076376053,158,58.481,0.931181
1752076376112,158,58.481,0.930696
1752076376173,158,58.481,0.927786
1752076376233,161,57.3913,0.92565
1752076376293,162,57.037,0.920653
1752076376353,165,56,0.921643
1752076376413,167,55.3293,0.919334
1752076376471,171,54.0351,0.927077
1752076376533,177,52.2034,0.928101
1752076376596,179,51.6201,0.925608
1752076376653,182,50.7692,0.922155
1752076376712,185,49.9459,0.92808
1752076376773,188,49.1489,0.9297
1752076376834,193,47.8756,0.922997
1752076376894,196,47.1429,0.92574
1752076376952,198,46.6667,0.919555
1752076377012,200,46.2,0.912175
1752076377075,200,46.2,0.910955
1752076377134,202,45.7426,0.91736
1752076377197,200,46.2,0.919644
1752076377257,199,46.4322,0.916025
1752076377317,195,47.3846,0.923866
1752076377376,193,47.8756,0.928636
1752076377436,190,48.6316,0.932563
1752076377496,184,50.2174,0.923615
1752076377557,179,51.6201,0.929611
1752076377616,176,52.5,0.918116
1752076377675,171,54.0351,0.921519
1752076377734,166,55.6627,0.923858
1752076377797,162,57.037,0.934458
1752076377858,159,58.1132,0.930125
1752076377917,156,59.2308,0.927123
1752076377977,153,60.3922,0.923936
1752076378037,151,61.1921,0.924522
1752076378101,150,61.6,0.927369
1752076378160,148,62.4324,0.932914
1752076378216,147,62.8571,0.934466
1752076378276,147,62.8571,0.93627
1752076378334,148,62.4324,0.932735
1752076378397,149,62.0134,0.931346
1752076378457,150,61.6,0.934856
1752076378517,152,60.7895,0.937129
1752076378577,155,59.6129,0.931562
1752076378637,158,58.481,0.932189
1752076378702,163,56.6871,0.927866
1752076378761,167,55.3293,0.922704
1752076378821,172,53.7209,0.92808
1752076378880,177,52.2034,0.928893
1752076378938,184,50.2174,0.928829
1752076379002,190,48.6316,0.917266
1752076379065,192,48.125,0.936257
1752076379121,197,46.9036,0.933572
1752076379181,203,45.5172,0.931998
1752076379241,215,42.9767,0.925468
1752076379301,221,41.81,0.91907
1752076379361,226,40.885,0.907335
1752076379418,228,40.5263,0.910756
1752076379478,230,40.1739,0.904312
1752076379538,232,39.8276,0.903885
1752076379598,231,40,0.889315
1752076379841,239,38.6611,0.914439
1752076379904,243,38.0247,0.914962
1752076379962,246,37.561,0.922729
1752076380020,245,37.7143,0.92527
1752076380083,242,38.1818,0.925906
1752076380138,234,39.4872,0.920848
1752076380200,231,40,0.917589
1752076380262,228,40.5263,0.898383
1752076380326,225,41.0667,0.918193
1752076380385,226,40.885,0.913766
1752076380444,221,41.81,0.92005
1752076380505,217,42.5806,0.922723
1752076380565,212,43.5849,0.928229
1752076380625,207,44.6377,0.932101
1752076380684,200,46.2,0.92829
1752076380744,194,47.6289,0.929249
1752076380802,188,49.1489,0.930667
1752076380865,182,50.7692,0.923006
1752076380925,177,52.2034,0.928504
1752076380987,172,53.7209,0.929202
1752076381049,165,56,0.931022
1752076381105,164,56.3415,0.922615
1752076381163,159,58.1132,0.921309
1752076381223,157,58.8535,0.92149
1752076381282,155,59.6129,0.922958
1752076381345,152,60.7895,0.92473
1752076381402,150,61.6,0.925272
1752076381462,150,61.6,0.925014
1752076381526,146,63.2877,0.92442
1752076381585,146,63.2877,0.924462
1752076381645,146,63.2877,0.92111
1752076381705,148,62.4324,0.923653
1752076381765,150,61.6,0.92392
1752076381825,156,59.2308,0.938617
1752076381882,160,57.75,0.931248
1752076381949,165,56,0.931887
1752076382007,172,53.7209,0.920927
1752076382067,180,51.3333,0.913778
1752076382130,185,49.9459,0.914733
1752076382189,191,48.377,0.914801
1752076382249,198,46.6667,0.916542
1752076382309,203,45.5172,0.916244
1752076382369,206,44.8544,0.91823
1752076382428,207,44.6377,0.922371
1752076382489,208,44.4231,0.921734
1752076382546,208,44.4231,0.926217
1752076382607,209,44.2105,0.923114
1752076382666,209,44.2105,0.925786
1752076382727,209,44.2105,0.92778
1752076382790,210,44,0.926119
1752076382849,209,44.2105,0.923739
1752076382909,211,43.7915,0.92231
1752076382973,211,43.7915,0.921473
1752076383027,211,43.7915,0.919415
1752076383089,212,43.5849,0.921181
1752076383149,213,43.3803,0.919991
1752076383209,212,43.5849,0.920454
1752076383267,211,43.7915,0.921859
1752076383329,212,43.5849,0.921373
1752076383390,211,43.7915,0.916101
1752076383449,212,43.5849,0.914596
1752076383509,210,44,0.915747
1752076383574,210,44,0.917574
1752076383633,211,43.7915,0.915116
1752076383693,211,43.7915,0.914966
1752076383753,212,43.5849,0.913789
1752076383813,210,44,0.91443
1752076383870,210,44,0.920579
1752076383930,210,44,0.919999
1752076383994,214,43.1776,0.93033
1752076384053,208,44.4231,0.908261
1752076384113,217,42.5806,0.925717
1752076384173,227,40.7048,0.905685
1752076384233,218,42.3853,0.89533
1752076384292,182,50.7692,0.91447
1752076384353,192,48.125,0.864048
1752076384412,193,47.8756,0.862533
1752076384471,189,48.8889,0.882759
1752076384533,186,49.6774,0.8993
1752076384593,181,51.0497,0.908476
1752076384653,180,51.3333,0.913807
1752076384712,178,51.9101,0.909778
1752076384773,175,52.8,0.928908
1752076384833,178,51.9101,0.925517
1752076384899,179,51.6201,0.928889
1752076384952,176,52.5,0.92761
1752076385013,173,53.4104,0.916778
1752076385070,165,56,0.919379
1752076385132,161,57.3913,0.921717
1752076385199,157,58.8535,0.917986
1752076385257,153,60.3922,0.918686
1752076385314,146,63.2877,0.921743
1752076385378,143,64.6154,0.917856
1752076385437,139,66.4748,0.911662
1752076385497,136,67.9412,0.904042
1752076385557,127,72.7559,0.906801
1752076385614,127,72.7559,0.916616
1752076385675,116,79.6552,0.898058
1752076385736,115,80.3478,0.904513
1752076385795,108,85.5556,0.907396
1752076385858,105,88,0.896971
1752076385918,106,87.1698,0.90251
1752076385977,105,88,0.896665
1752076386037,107,86.3551,0.893389
1752076386096,106,87.1698,0.893618
1752076386157,105,88,0.897848
1752076386216,104,88.8462,0.899705
1752076386278,102,90.5882,0.903122
1752076386336,99,93.3333,0.900324
1752076386395,98,94.2857,0.901743
1752076386458,97,95.2577,0.898278
1752076386519,97,95.2577,0.901673
1752076386575,98,94.2857,0.902837
1752076386638,98,94.2857,0.893426
1752076386699,98,94.2857,0.898936
1752076386754,99,93.3333,0.90155
1752076386821,100,92.4,0.899895
1752076386878,98,94.2857,0.90132
1752076386938,102,90.5882,0.904619
1752076386998,100,92.4,0.906903
1752076387061,99,93.3333,0.904738
1752076387121,102,90.5882,0.897602
1752076387180,102,90.5882,0.900094
1752076387241,102,90.5882,0.893381
1752076387304,103,89.7087,0.905165
1752076387358,103,89.7087,0.900968
1752076387418,101,91.4851,0.90276
1752076387478,99,93.3333,0.902208
1752076387537,99,93.3333,0.904273
1752076387598,99,93.3333,0.906508
1752076387661,98,94.2857,0.899183
1752076387719,100,92.4,0.902361
1752076387780,99,93.3333,0.907832
1752076387843,94,98.2979,0.907952
1752076387900,78,118.462,0.705276
1752076392231,74,124.865,0.705662
1752076392291,75,123.2,0.725809
1752076392357,75,123.2,0.684762
1752076392593,75,123.2,0.767649
1752076392833,75,123.2,0.716839
1752076393133,75,123.2,0.744752
1752076393193,76,121.579,0.68053
1752076393253,76,121.579,0.674074
1752076393321,75,123.2,0.651924
1752076393437,75,123.2,0.757506
1752076393496,74,124.865,0.793334
1752076393557,73,126.575,0.715554
1752076393738,73,126.575,0.755591
1752076393857,76,121.579,0.695219
1752076393919,74,124.865,0.71453
1752076394097,76,121.579,0.657199
1752076394160,74,124.865,0.657972
1752076394216,76,121.579,0.673951
1752076394277,75,123.2,0.734354
1752076394757,75,123.2,0.711589
1752076394817,76,121.579,0.674367
1752076394882,75,123.2,0.745702
1752076395061,76,121.579,0.66414
1752076395120,75,123.2,0.670429
1752076396381,74,124.865,0.746174
1752076396803,75,123.2,0.735329
1752076398249,74,124.865,0.703701
1752076398847,75,123.2,0.669772
1752076399269,75,123.2,0.718772
1752076399334,74,124.865,0.731762
1752076399452,75,123.2,0.725222
1752076399748,74,124.865,0.704126
1752076401497,74,124.865,0.690839
1752076401617,74,124.865,0.748174
1752076401795,74,124.865,0.652067
1752076401916,75,123.2,0.682567
1752076402337,73,126.575,0.714006
1752076402578,74,124.865,0.710935
1752076403361,73,126.575,0.751406
1752076403602,74,124.865,0.740537
1752076403779,74,124.865,0.733236
1752076404140,75,123.2,0.650636
1752076404502,69,133.913,0.854143
1752076407568,231,40,0.716798
1752076407811,183,50.4918,0.73454
1752076407871,183,50.4918,0.872559
1752076407936,179,51.6201,0.864506
1752076408352,166,55.6627,0.666891
1752076410514,75,123.2,0.690264
1752076410875,74,124.865,0.718031
1752076410935,75,123.2,0.731308
1752076411365,76,121.579,0.73944
1752076411839,75,123.2,0.667689
1752076412259,74,124.865,0.651705
1752076413643,75,123.2,0.725452
1752076414366,75,123.2,0.700886
1752076415990,75,123.2,0.700143
1752076416172,75,123.2,0.732331
1752076416472,75,123.2,0.730663
1752076416536,76,121.579,0.682879
1752076417254,75,123.2,0.74332
1752076417611,74,124.865,0.702111
1752076417738,75,123.2,0.721876
1752076420981,74,124.865,0.689139
1752076421884,75,123.2,0.659472
1752076422065,76,121.579,0.697522
1752076422426,75,123.2,0.673753
1752076422668,75,123.2,0.697221
1752076423151,74,124.865,0.670819
1752076423392,75,123.2,0.723866
1752076423933,74,124.865,0.761559
1752076424296,75,123.2,0.676385
1752076424472,75,123.2,0.706991
1752076424535,74,124.865,0.760782
1752076424591,75,123.2,0.662069
1752076424952,75,123.2,0.739114
1752076425011,76,121.579,0.728291
1752076429864,74,124.865,0.770024
1752076431008,73,126.575,0.662122
1752076431971,75,123.2,0.734639
1752076432034,73,126.575,0.738785
1752076432153,76,121.579,0.650723
1752076432335,75,123.2,0.692257
1752076432453,74,124.865,0.790185
1752076432752,74,124.865,0.792435
1752076432812,74,124.865,0.729638
1752076432871,74,124.865,0.700853
1752076432934,74,124.865,0.662945
1752076433053,74,124.865,0.712181
1752076433235,75,123.2,0.731211
1752076433418,74,124.865,0.721449
1752076433475,75,123.2,0.675621
1752076433595,74,124.865,0.739569
1752076433716,74,124.865,0.717808
1752076433956,74,124.865,0.757627
1752076434137,74,124.865,0.783939
1752076434197,74,124.865,0.674698
1752076434320,75,123.2,0.768054
1752076434379,74,124.865,0.753255
1752076434500,75,123.2,0.745554
1752076435224,73,126.575,0.690698
1752076435283,75,123.2,0.756865
1752076435583,74,124.865,0.688719
1752076435641,74,124.865,0.726725
1752076435702,75,123.2,0.73261
1752076435820,75,123.2,0.676042
1752076436185,74,124.865,0.798163
1752076436300,74,124.865,0.778692
1752076436425,73,126.575,0.667681
1752076436480,74,124.865,0.727866
1752076437146,75,123.2,0.725656
1752076438652,74,124.865,0.672378
1752076441719,75,123.2,0.687721
1752076445267,80,115.5,0.706851
1752076446828,74,124.865,0.707264
1752076447009,75,123.2,0.706863
1752076447190,76,121.579,0.691285
1752076449536,74,124.865,0.685891
1752076450076,76,121.579,0.793175
1752076450676,73,126.575,0.686921
1752076452000,74
